Name,Birthday,Outcome Type,Outcome Subtype,Animal Type,Sex,Breed,Color
*Brook,3/24/14,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Black/White
,3/17/19,Died,In Kennel,Dog,Intact Male,Miniature Poodle,White
*Lydia,5/17/16,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
Poppi,7/9/14,Transfer,Partner,Dog,Spayed Female,Labrador Retriever/Border Collie,Black/White
*Onyx,6/29/16,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black
,4/11/15,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby/White
,4/17/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Brown Tabby
*Pee Wee,2/19/16,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black
Rusty,3/23/06,Adoption,Foster,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan
*Chip,3/4/15,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
,10/1/15,Transfer,Partner,Cat,Unknown,Domestic Medium Hair Mix,Black
Peach,1/31/14,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Black/White
*Beau,4/23/14,Adoption,Foster,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby
,4/3/16,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Torbie
Stella,1/26/13,Adoption,,Cat,Spayed Female,Snowshoe,Seal Point/White
,10/28/15,Adoption,,Dog,Neutered Male,German Shepherd Mix,Black/Tan
Ernie,4/24/15,Adoption,,Dog,Neutered Male,Australian Cattle Dog/German Shepherd,Black/Tan
*Shiela,4/15/14,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,Red/White
,4/28/15,Transfer,Partner,Dog,Unknown,English Bulldog Mix,Blue/White
*Charlotte,4/30/14,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
Kimmie,12/31/00,Died,Enroute,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby
Paulie,1/18/11,Return to Owner,,Dog,Neutered Male,Pug/Chihuahua Shorthair,White/Brown Brindle
,7/6/16,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/Black
,4/14/12,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
Shiloh,9/15/18,Adoption,Foster,Dog,Neutered Male,German Shepherd/Labrador Retriever,Brown/White
Izzy,12/31/14,Adoption,Foster,Dog,Neutered Male,Golden Retriever Mix,Red
*Tabitha,12/7/17,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
*Wilma,4/22/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Music,5/17/15,Transfer,Partner,Dog,Intact Female,Great Pyrenees/Labrador Retriever,White
*Cassiopeia,8/7/15,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie
Cell,1/20/11,Return to Owner,,Dog,Intact Male,Pit Bull Mix,Brown/White
Buddy,12/21/11,Transfer,Partner,Dog,Neutered Male,Beagle Mix,Tricolor
Navy,3/19/14,Return to Owner,,Dog,Intact Female,Staffordshire Mix,Blue/White
Stripe,9/7/13,Transfer,Partner,Cat,Neutered Male,Siamese/Domestic Shorthair,Black
,5/21/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Torbie/White
Zena,5/6/13,Return to Owner,,Dog,Spayed Female,Australian Shepherd Mix,Black/Tan
*Snowcream,7/19/11,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby/White
*Guacamole,7/24/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black
*Monte,9/27/13,Adoption,,Dog,Neutered Male,Catahoula Mix,Yellow Brindle
*Gilley,4/14/14,Adoption,,Dog,Neutered Male,American Bulldog Mix,White/Brown
,4/22/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White
,3/26/14,Transfer,Partner,Dog,Intact Male,German Shepherd/Cardigan Welsh Corgi,Tricolor
*Chelsea,6/3/13,Transfer,Partner,Dog,Intact Female,American Staffordshire Terrier Mix,Blue/White
Nugget,5/7/14,Return to Owner,,Other,Neutered Male,Ferret Mix,Black/White
*Collette,10/16/14,Return to Owner,,Cat,Intact Female,Domestic Shorthair Mix,Black
Quidditch,11/13/99,Return to Owner,,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Buff
Rooster 18,2/14/15,Adoption,,Bird,Intact Male,Chicken Mix,Black/Chocolate
Zoe,11/18/12,Adoption,,Dog,Spayed Female,Belgian Malinois Mix,Tan/White
Coco,10/13/05,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown
*Bailey,4/30/13,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
,10/5/13,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,Tricolor
,5/25/16,Adoption,,Dog,Spayed Female,Labrador Retriever/Golden Retriever,Gold/White
,5/24/13,Euthanasia,Rabies Risk,Other,Unknown,Raccoon Mix,Gray/Black
,5/14/09,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair,Cream/Brown
Brodie,2/12/19,Return to Owner,,Dog,Neutered Male,Dogue De Bordeaux,Red
,3/31/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Brown Tabby
Vicky,10/30/12,Return to Owner,,Dog,Spayed Female,Dachshund Mix,Red/Black
,4/12/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White
,5/26/14,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
,3/31/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Brown Tabby
Jojo,11/27/14,Euthanasia,Suffering,Dog,Intact Male,Labrador Retriever Mix,Brown
,3/31/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Brown Tabby
,3/31/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Tortie
,6/12/14,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,Brown/White
Trixie,6/12/15,Adoption,,Dog,Spayed Female,American Pit Bull Terrier Mix,Tan/White
,3/31/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Orange Tabby
*Melinda,9/23/13,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
,3/31/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Tortie
Majic,9/1/11,Adoption,,Dog,Neutered Male,Great Pyrenees/Standard Poodle,White
Tutmosis,6/18/12,Return to Owner,,Cat,Neutered Male,Bombay Mix,Black
Ringo,10/19/18,Adoption,Foster,Dog,Neutered Male,Labrador Retriever Mix,White/Black
,2/26/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Gray Tabby/White
*Buster,2/9/16,Adoption,,Dog,Neutered Male,Cairn Terrier Mix,Tan
,3/13/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Cream Tabby
Bleu,10/25/17,Return to Owner,,Dog,Neutered Male,Catahoula Mix,Brown Merle/White
*Hayden,10/16/05,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White
Nina,9/3/06,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
,5/8/17,Adoption,,Dog,Spayed Female,Rottweiler,Black
,6/16/13,Euthanasia,Rabies Risk,Other,Unknown,Raccoon Mix,Brown
Bleu,10/25/17,Adoption,,Dog,Neutered Male,Catahoula Mix,Brown Merle/White
Max,6/9/10,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
,8/28/15,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
Blue,3/18/10,Adoption,,Cat,Neutered Male,Siamese Mix,Lynx Point
*Morgana,1/26/19,Adoption,Foster,Cat,Spayed Female,Domestic Longhair Mix,Tortie
,9/13/18,Adoption,,Dog,Neutered Male,Rat Terrier Mix,White/Black
*Gilgamesh,5/10/17,Adoption,,Dog,Neutered Male,Picardy Sheepdog Mix,Tan
Scooby,11/22/16,Return to Owner,,Dog,Intact Male,Cairn Terrier Mix,Tan
,3/30/15,Transfer,Partner,Dog,Intact Female,Labrador Retriever Mix,Black/White
Hazel,10/20/13,Adoption,,Dog,Spayed Female,Carolina Dog,Tan
Scrappy,10/6/16,Return to Owner,,Dog,Neutered Male,Basset Hound/Pit Bull,Black/White
Peanut Butte,11/21/13,Transfer,Partner,Dog,Intact Male,Shih Tzu Mix,Buff
Moose,2/18/14,Transfer,Partner,Dog,Intact Male,Shih Tzu Mix,Cream
*Mack,11/23/14,Adoption,,Dog,Neutered Male,Staffordshire Mix,Black Brindle/White
,8/2/09,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair/Dachshund,Black/Tan
Jr,8/1/16,Return to Owner,,Dog,Neutered Male,American Bulldog Mix,White/Tan
,3/22/13,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
,11/11/16,Transfer,Partner,Cat,Intact Female,Domestic Longhair Mix,Black/White
Ferguson,10/9/13,Return to Owner,,Dog,Neutered Male,Cardigan Welsh Corgi Mix,Tricolor
Jr,8/1/16,Adoption,,Dog,Neutered Male,American Bulldog Mix,White/Tan
*Bobby,11/6/14,Adoption,,Dog,Neutered Male,Beagle Mix,Cream/White
Serenity,6/23/16,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black/Tan
*Bunny,11/23/13,Adoption,Foster,Cat,Spayed Female,Domestic Medium Hair Mix,Black
,5/3/17,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange
,6/8/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black/White
,5/1/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
,12/2/15,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Seal Point/Gray
Sara,12/22/15,Adoption,,Dog,Spayed Female,Dalmatian/Labrador Retriever,White
Buddy,6/2/14,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
,3/31/19,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Tortie
Goliath,12/9/05,Return to Owner,,Dog,Neutered Male,Australian Shepherd Mix,Tricolor
Jasmine,5/16/17,Return to Owner,,Dog,Intact Female,Miniature Pinscher,Black/Brown
Pumpkin,12/26/14,Return to Owner,,Dog,Spayed Female,American Bulldog Mix,White/Tan
Mia,11/15/17,Transfer,Partner,Dog,Spayed Female,Golden Retriever/Labrador Retriever,Cream/White
,10/20/15,Euthanasia,Rabies Risk,Other,Unknown,Raccoon Mix,Gray
,2/18/11,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
Ezra,3/28/16,Transfer,Partner,Dog,Neutered Male,Labrador Retriever/Beagle,Tricolor
*Lovie,11/30/08,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
*Melody,2/14/10,Adoption,,Dog,Spayed Female,Dogue De Bordeaux Mix,Brown/White
Truck,5/16/16,Adoption,,Cat,Neutered Male,Maine Coon,Blue Tabby
,8/1/14,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White
,8/29/11,Adoption,,Dog,Spayed Female,Dachshund Mix,Red
*Suzy,8/24/15,Adoption,,Dog,Spayed Female,Pit Bull Mix,Blue/White
*Sweet Pea,5/16/06,Transfer,Partner,Dog,Intact Female,Labrador Retriever Mix,Black
*Owen,11/9/13,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Blue
,12/15/13,Transfer,Partner,Dog,Intact Male,Miniature Poodle Mix,White
*Terrence,1/7/15,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
*Allie,4/3/09,Adoption,,Dog,Spayed Female,Chihuahua Shorthair/Pug,Brown
Harvey,4/6/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black
Chewbacca,4/16/15,Return to Owner,,Dog,Neutered Male,Shih Tzu Mix,Tan
Grendle,3/31/04,Return to Owner,,Dog,Spayed Female,Catahoula Mix,Tricolor
Princess,2/12/15,Return to Owner,,Dog,Spayed Female,Australian Cattle Dog/Pembroke Welsh Corgi,Tan/White
*T Bone,7/5/17,Adoption,,Dog,Spayed Female,Boxer/Labrador Retriever,Black/White
Emmie,5/18/17,Return to Owner,,Dog,Spayed Female,Labrador Retriever,Black
Diablo,5/12/15,Adoption,,Dog,Neutered Male,Pit Bull,Brown Brindle/White
Shiloh,9/15/18,Adoption,,Dog,Neutered Male,German Shepherd/Labrador Retriever,Brown/White
Lady Bug,11/13/12,Transfer,Partner,Dog,Spayed Female,Basset Hound/Pointer,Chocolate/White
,10/17/15,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black
*Ava,11/13/09,Adoption,,Dog,Spayed Female,Schipperke Mix,Black
Roxy,5/22/16,Adoption,,Dog,Spayed Female,Pit Bull Mix,Blue/White
*Hound,5/11/17,Adoption,,Cat,Neutered Male,Domestic Shorthair,Brown Tabby
Mr. Softie,8/4/08,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Blue
*Rusty,9/1/15,Adoption,,Dog,Neutered Male,American Staffordshire Terrier Mix,Red/White
Bear,5/9/18,Adoption,,Cat,Spayed Female,Domestic Shorthair,Tortie
Butterscotch,9/2/09,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Buff/Tan
Bella,7/14/17,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Gold
,5/3/19,Transfer,Partner,Cat,Unknown,Domestic Shorthair,Blue/White
Mili,2/13/13,Transfer,Partner,Dog,Intact Female,Pomeranian/Chihuahua Shorthair,Buff
Miles,4/4/12,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Brown
,3/11/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Orange Tiger
Sandy,5/13/14,Adoption,,Dog,Spayed Female,Labrador Retriever/Blue Lacy,Tricolor
,5/3/19,Transfer,Partner,Cat,Unknown,Domestic Shorthair,Brown Tabby
Puff The Magic Kitty,5/8/17,Return to Owner,,Cat,Intact Female,Domestic Shorthair,Tortie
Rossco,8/14/13,Adoption,,Dog,Neutered Male,Border Collie Mix,Black
,2/10/12,Euthanasia,Rabies Risk,Other,Unknown,Raccoon,Brown/Black
*Caitlyn,3/23/15,Adoption,Foster,Cat,Spayed Female,Domestic Medium Hair Mix,Cream Tabby/White
Pepe,5/20/08,Return to Owner,,Dog,Neutered Male,Chow Chow/Australian Cattle Dog,Tan/Black
Little Girl,5/6/16,Return to Owner,,Dog,Spayed Female,Pit Bull Mix,Tan/White
,4/12/16,Transfer,Partner,Cat,Unknown,Domestic Medium Hair Mix,Gray/Tortie
Lincoln,1/19/06,Return to Owner,,Dog,Neutered Male,Pit Bull,Fawn/White
Pee Wee,3/12/09,Transfer,Partner,Dog,Spayed Female,Miniature Schnauzer Mix,Brown/White
*Eddie,3/18/14,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Black
*Peachy,8/2/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White
*Newton,4/14/12,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Black
Luke,11/6/12,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Tan/White
*Cole,4/17/14,Adoption,,Dog,Spayed Female,Italian Greyhound/Chihuahua Shorthair,Black
*Gigi,3/13/19,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Black
Ruby,5/23/01,Return to Owner,,Dog,Spayed Female,Chihuahua Shorthair,Black/Red
Nikki,5/18/18,Return to Owner,,Dog,Intact Female,Pit Bull,Brown Brindle/White
Ruby,7/6/03,Adoption,,Dog,Spayed Female,Chihuahua Shorthair,Tan
,3/17/19,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
,5/14/17,Adoption,,Dog,Spayed Female,Cairn Terrier,Tan/Cream
Kiwi,9/17/18,Adoption,Foster,Dog,Spayed Female,German Shepherd Mix,Brown/Black
,8/2/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
,7/5/14,Return to Owner,,Dog,Intact Female,Pit Bull Mix,Red/White
*Pushkin,12/4/12,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
Lilly,2/2/13,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White
*Bella,3/13/19,Adoption,Foster,Cat,Spayed Female,Snowshoe Mix,Seal Point
Swisher,9/5/09,Return to Owner,,Dog,Neutered Male,Boxer Mix,Tan/White
Lalo,1/18/12,Return to Owner,,Dog,Neutered Male,Border Terrier Mix,Gray/White
*Macaroni,5/12/14,Adoption,,Dog,Neutered Male,Miniature Schnauzer/Miniature Poodle,White/Buff
*Belle,3/7/14,Transfer,Partner,Dog,Intact Female,Catahoula/German Shepherd,Brown/White
Pepper,6/29/08,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Black/White
Milshake,12/10/15,Transfer,Partner,Other,Intact Female,Guinea Pig Mix,Chocolate/White
,3/3/14,Adoption,Foster,Cat,Spayed Female,Snowshoe Mix,Chocolate Point
*Nadia,5/17/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
*Lucinda,1/2/16,Adoption,,Dog,Spayed Female,Pit Bull Mix,Tan/White
,9/8/14,Adoption,,Dog,Spayed Female,Pomeranian Mix,Red/Tan
,4/25/14,Transfer,Partner,Cat,Intact Male,Domestic Medium Hair Mix,Black/White
Ranger,3/7/14,Adoption,,Dog,Neutered Male,Border Collie Mix,Black/White
Gypsy,12/8/12,Return to Owner,,Dog,Spayed Female,Pit Bull Mix,Brown Brindle/White
*Link,9/7/15,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Brown/Tan
Chester,10/11/12,Return to Owner,,Dog,Neutered Male,Rat Terrier Mix,White/Brown
Biscuit,3/29/14,Adoption,,Dog,Neutered Male,Australian Kelpie Mix,Tan/Black
*Mr. Jones,5/14/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
*August,1/11/13,Adoption,,Dog,Neutered Male,Pit Bull Mix,Blue/White
,4/15/16,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby
*Celene,10/11/16,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair,Tortie
*Pearl,7/9/15,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black/Tan
,3/23/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Torbie
*Austin,5/19/13,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair/Dachshund Wirehair,Tan
*Salliemae,4/23/07,Adoption,,Dog,Spayed Female,Rottweiler/Labrador Retriever,Black/Tan
*Princess,2/6/16,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,White
,9/4/12,Transfer,Partner,Dog,Intact Male,Boxer Mix,Brown Brindle/White
*Willow,8/23/13,Adoption,,Dog,Spayed Female,Border Collie/Pointer,Black/White
Timmie,9/20/13,Adoption,,Dog,Spayed Female,Dachshund Mix,Brown
*Simba,5/12/17,Adoption,,Dog,Neutered Male,German Shepherd/Labrador Retriever,Cream
Luna,6/29/14,Adoption,,Cat,Spayed Female,Siamese Mix,Lynx Point
,3/11/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Orange Tabby
Jax,5/5/14,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
*Avery,3/12/14,Adoption,Foster,Dog,Spayed Female,Border Collie Mix,Black
Sabrina,8/11/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black
Furiosa,4/14/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
Snickers,9/1/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White
Mac,4/1/16,Return to Owner,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
,9/26/15,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black
Styx,10/28/16,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Black
,11/18/18,Euthanasia,Suffering,Other,Unknown,Rabbit Sh,White
,3/12/19,Adoption,,Cat,Neutered Male,Manx Mix,Brown Tabby
*Sir George,4/17/17,Adoption,,Dog,Neutered Male,Pit Bull Mix,Blue/White
*Pantera,3/11/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Black Tabby
*Tinsel,2/19/13,Adoption,,Dog,Spayed Female,Yorkshire Terrier Mix,Gray/Tan
,9/23/15,Euthanasia,Rabies Risk,Other,Unknown,Bat,Brown
Luna,1/18/19,Transfer,Partner,Dog,Intact Female,Siberian Husky,Red/White
*Jon Snow,3/24/14,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
Mr.Gray,4/8/14,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
,4/2/16,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
Bach Holloway,7/1/14,Transfer,Partner,Dog,Neutered Male,Great Pyrenees Mix,White
Kampana,1/26/10,Return to Owner,,Dog,Spayed Female,Maltese Mix,White
Pirate,7/25/08,Return to Owner,,Dog,Neutered Male,Pug Mix,Fawn/Black
*Suzuki,1/28/15,Transfer,Partner,Dog,Intact Male,Labrador Retriever Mix,Black/White
Floyd,11/6/12,Return to Owner,,Dog,Neutered Male,Australian Kelpie/Whippet,Brown Brindle/White
*Burt,2/16/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black
Smalls Holloway,9/10/18,Return to Owner,,Dog,Spayed Female,Chihuahua Shorthair,Brown/Black
Randalls Cub,3/2/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black
*Darry,10/27/18,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
Bach Holloway,7/1/14,Return to Owner,,Dog,Neutered Male,Great Pyrenees Mix,White
,11/10/14,Euthanasia,Rabies Risk,Other,Unknown,Fox Mix,Red
,5/18/19,Euthanasia,Suffering,Dog,Intact Female,Labrador Retriever,Red
Samson,7/17/10,Return to Owner,,Dog,Neutered Male,Boxer Mix,Brown Brindle
Joe,8/14/10,Return to Owner,,Dog,Neutered Male,Pit Bull/Boxer,White/Black
,9/28/13,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
,3/20/13,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
Coraje,12/27/14,Adoption,,Dog,Neutered Male,Pointer Mix,Tricolor
Teddy,5/15/16,Return to Owner,,Dog,Neutered Male,Miniature Poodle,White/White
Ammo,12/15/17,Return to Owner,,Dog,Intact Male,Labrador Retriever,Brown/Tan
Atlas,6/10/06,Return to Owner,,Dog,Neutered Male,German Shepherd Mix,Tan
*Lihue,7/25/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico
,5/15/17,Transfer,Snr,Cat,Intact Female,Domestic Shorthair,Brown Tabby
Jizzle,12/15/13,Return to Owner,,Dog,Neutered Male,Pit Bull Mix,Black/Tan
Starman,10/12/16,Adoption,,Cat,Intact Male,Domestic Shorthair Mix,Black
Picasso,6/8/12,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
,11/7/16,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Tortie
,6/4/12,Transfer,Partner,Dog,Spayed Female,Great Pyrenees Mix,White
,5/11/14,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Torbie
,5/27/14,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Red/Cream
*Kirk,3/7/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black
*Ivy,5/20/11,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,Black/White
*Handsome,4/25/15,Transfer,Partner,Dog,Neutered Male,Harrier Mix,White/Brown
,12/4/09,Euthanasia,Suffering,Other,Unknown,Raccoon Mix,Black/Gray
Charlie,8/26/05,Return to Owner,,Dog,Neutered Male,Beagle,Tricolor
Stella,12/27/10,Transfer,Partner,Dog,Spayed Female,Great Dane,Black/White
Jules,10/3/13,Transfer,Partner,Dog,Intact Female,Doberman Pinsch Mix,Black/Brown
,12/31/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
*Toby Sue,7/23/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
,6/11/15,Transfer,Partner,Dog,Intact Male,German Shepherd Mix,Brown
,1/7/16,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Black/White
,12/7/11,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
Bella,8/14/15,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Black
Parker,7/27/13,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black/Tan
,6/2/14,Euthanasia,Suffering,Other,Unknown,Raccoon Mix,Black/Gray
Brownie,3/24/13,Adoption,,Dog,Neutered Male,Pit Bull Mix,Brown/White
Penny,12/3/12,Adoption,,Dog,Spayed Female,Dachshund Mix,Black
*Orwell,6/27/15,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby
,9/2/13,Adoption,,Dog,Spayed Female,Pbgv Mix,Black
Ghost,9/22/13,Return to Owner,,Dog,Neutered Male,Siberian Husky Mix,Black/Tricolor
,7/26/16,Died,,Other,Unknown,Skunk Mix,Black/White
,6/4/17,Transfer,Snr,Cat,Intact Male,Domestic Shorthair Mix,White/Black
,9/6/17,Transfer,Snr,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
Rosie,5/19/16,Adoption,,Dog,Intact Female,Border Collie Mix,Brown/White
,5/11/18,Transfer,Partner,Dog,Intact Male,Pit Bull Mix,White/Brown
,4/21/18,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Tan/White
Snicklefritz,3/22/17,Return to Owner,,Dog,Intact Male,Chihuahua Shorthair Mix,Chocolate/Gray
*Cheyenne,3/20/16,Adoption,,Dog,Spayed Female,Alaskan Husky Mix,Red/White
,4/5/18,Transfer,Partner,Cat,Intact Male,Domestic Medium Hair Mix,White/Black
,4/3/17,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Blue
*Manny,2/13/18,Transfer,Partner,Dog,Intact Male,Beagle Mix,Black/Tan
Loki,10/11/17,Adoption,,Cat,Neutered Male,Siamese Mix,Lynx Point
,4/24/18,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black/White
Ave,4/3/18,Adoption,,Dog,Spayed Female,Anatol Shepherd Mix,Tan
*Charlotte,7/5/15,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/White
,2/28/18,Transfer,Snr,Cat,Intact Male,Domestic Shorthair Mix,Black/White
*Jenny,1/19/07,Adoption,Foster,Dog,Spayed Female,Labrador Retriever Mix,Black
Pebbles,3/14/17,Adoption,,Dog,Spayed Female,American Pit Bull Terrier Mix,White/Tan
